id,username,city,state,region,geo
1147,@LyandraPradie,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
1148,@LynaMarcos,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1149,@LyneGalindo,Caruaru,PE,Região Nordeste,"-8.28497318403908,-35.9701595565373"
1150,@Lyvia06,Belford Roxo,RJ,Região Sudeste,"-22.7645266785395,-43.3995842650222"
1151,@LyviaSapori,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
1152,@MCardosoo96,Acari,RN,Região Nordeste,"-6.43533059617012,-36.6408637227863"
1153,@MChantily,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
1154,@MFissadora,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1155,@MKsilvaTT,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1156,@MClaraCelino,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1157,@MDSaraiva99,Araçatuba,SP,Região Sudeste,"-21.2081107369138,-50.4405231203453"
1158,@MFckinLightsOut,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1159,@MLabiac,Cruzeiro do Sul,AC,Região Norte,"-22.9629029947995,-52.1626429798549"
1160,@MMarques7_,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1161,@M_Elliedson,Currais Novos,RN,Região Nordeste,"-6.25525609911853,-36.5149472288603"
1162,@M_Lorenzooo,São Gonçalo,RJ,Região Sudeste,"-22.8272756800223,-43.0637230257314"
1163,@MaPansanato,Campinas,SP,Região Sudeste,"-22.905822218783694,-47.066350129618904"
1164,@MQueiros,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1165,@MTantunes13,São Pedro,RN,Região Nordeste,"-5.89623771064093,-35.6349232287556"
1166,@M_Elizanarciso,Juiz de Fora,MG,Região Sudeste,"-21.7600012962083,-43.3401301812582"
1167,@MaVkook_,Ribeirão Preto,SP,Região Sudeste,"-21.1703919818815,-47.810275193353796"
1168,@Maa__Morais,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
1169,@MOUZZEZ,Teresina,PI,Região Nordeste,"-5.0927489262625185,-42.804049355595204"
1170,@Maarquess27,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1171,@MachadoCoocker,São João de Meriti,RJ,Região Sudeste,"-22.8062608831173,-43.3732941906965"
1172,@Machadogug4,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
1173,@Maduland,Maceió,AL,Região Nordeste,"-9.666854605479,-35.7355523147179"
1174,@Maede2prin,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1175,@MaelsonJorge,Porto Velho,RO,Região Norte,"-8.76157307062849,-63.9008244409344"
1176,@MagiiOliveira,Piedade,SP,Região Sudeste,"-23.714418688889605,-47.4259769831627"
1177,@Magnumlucas98,Olinda,PE,Região Nordeste,"-8.01059127835542,-34.8547920491839"
1178,@Mahllcs,Paranaguá,PR,Região Sul,"-25.5165575464854,-48.5229462382874"
1179,@MaiconCsarFran1,Itanhaém,SP,Região Sudeste,"-24.1777298299362,-46.78600456875711"
1180,@MajorMecca,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1181,@Maju_souzaa,Blumenau,SC,Região Sul,"-26.915982263256396,-49.0713309620035"
1182,@Malicia_84,Ivinhema,MS,Região Centro-Oeste,"-22.3050278840428,-53.8188547727357"
1183,@MaluSan10037310,Uberlândia,MG,Região Sudeste,"-18.914602392811602,-48.2753315128239"
1184,@Malubs_,Caçapava,SP,Região Sudeste,"-23.0996842128202,-45.7080364358508"
1185,@MaiconTft,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1186,@MaikeliSoaress,Francisco Beltrão,PR,Região Sul,"-26.082144284064398,-53.0539153151937"
1187,@MaikonCelestino,Avaré,SP,Região Sudeste,"-23.1072040342811,-48.9254650402752"
1188,@Manu3lSilva,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
1189,@ManuuCaps,Guaíba,RS,Região Sul,"-30.109072024807602,-51.3237692163774"
1190,@Mapa_Brasil,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
1191,@Maluk143,Itajaí,SC,Região Sul,"-26.9105794579892,-48.67089925085239"
1192,@Mandz_kk,Gravataí,RS,Região Sul,"-29.9361751225846,-51.0166602117503"
1193,@MantoRNSagrado,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1194,@Mar_BPM,Americana,SP,Região Sudeste,"-22.7378350369387,-47.333520430451095"
1195,@MaraMor57456446,Inhumas,GO,Região Centro-Oeste,"-16.3615057597535,-49.500510605485104"
1196,@Marc2010,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1197,@MarcelaGomesFa3,Porto Velho,RO,Região Norte,"-8.76157307062849,-63.9008244409344"
1198,@Marcelekaliane,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
1199,@MarcelliSantos6,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1200,@MarceloSotelo75,Araçatuba,SP,Região Sudeste,"-21.2081107369138,-50.4405231203453"
1201,@MarciaLariissa,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
1202,@MarciaSAlmeida,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1203,@Marcellamsna,São José dos Campos,SP,Região Sudeste,"-23.190034056806397,-45.8845079154405"
1204,@MarcioChiapett1,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1205,@MarcioCrux,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
1206,@Marcio_Rosal,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
1207,@Marcio_Said,Taboão da Serra,SP,Região Sudeste,"-23.602346108550602,-46.7530370879862"
1208,@MarcoMo64198916,Juiz de Fora,MG,Região Sudeste,"-21.7600012962083,-43.3401301812582"
1209,@MarcosFerMac,Uberlândia,MG,Região Sudeste,"-18.914602392811602,-48.2753315128239"
1210,@MarcosFlaRJ13,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1211,@MarcosSprol,Natal,RN,Região Nordeste,"-5.79438865686087,-35.1991825508821"
1212,@Marcos_lawyer,Nova Iguaçu,RJ,Região Sudeste,"-22.7561195064389,-43.460699679156285"
1213,@Marcoscolaresfs,Santarém,PA,Região Norte,"-6.48403336937383,-38.4767065476871"
1214,@Marcsvsn,Governador Valadares,MG,Região Sudeste,"-18.8549249563993,-41.95588455383249"
1215,@Mare1105906619,Feira de Santana,BA,Região Nordeste,"-12.266875258915801,-38.966615330599296"
1216,@MareMuuh,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
1217,@Mareu06,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
1218,@Marevilhas,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
1219,@MariNas79217328,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1220,@MariaCharaoo,Alegrete,RS,Região Sul,"-29.789099549211503,-55.80249671199929"
1221,@MariaEd2114,Itapetininga,SP,Região Sudeste,"-23.5890826961595,-48.0487347583235"
1222,@Mari_Vignol,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
1223,@Mari_pereira13,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1224,@MariaArpini1,Guarapari,ES,Região Sudeste,"-20.6777312198163,-40.5096010620555"
1225,@MariaEullia9,Barra do Piraí,RJ,Região Sudeste,"-22.472013675604305,-43.827294517716"
1226,@MariellyOlive17,Araruama,RJ,Região Sudeste,"-22.8701380458715,-42.3329918520826"
1227,@MariaRegassii,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1228,@Maria_Ephs,Araruama,RJ,Região Sudeste,"-22.8701380458715,-42.3329918520826"
1229,@MariaanBaby,Nilópolis,RJ,Região Sudeste,"-22.8061427643148,-43.4237185512765"
1230,@Mariacrff,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1231,@MariannaxLeao,Juiz de Fora,MG,Região Sudeste,"-21.7600012962083,-43.3401301812582"
1232,@Marijuanaut666,João Pessoa,PB,Região Nordeste,"-7.11592917061141,-34.8646960588407"
1233,@MarinaSerralha,Uberlândia,MG,Região Sudeste,"-18.914602392811602,-48.2753315128239"
1234,@Marinnachris,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1235,@MarioJoseMedei1,Rio Verde,GO,Região Centro-Oeste,"-17.7927169564351,-50.9196063654439"
1236,@Maripontello,Americana,SP,Região Sudeste,"-22.7378350369387,-47.333520430451095"
1237,@Marko_Miller,Barueri,SP,Região Sudeste,"-23.506167497582002,-46.87944265529511"
1238,@MarlonnSilva3,Vacaria,RS,Região Sul,"-28.5083466091464,-50.94223668207521"
1239,@MarlosPalestra,Paraná,RN,Região Nordeste,"-6.48149734056721,-38.3110543968848"
1240,@Marquin1804,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1241,@MartinisdaEllen,Joinville,SC,Região Sul,"-26.304977519187002,-48.849098216220796"
1242,@Marxismosim,Caçapava,SP,Região Sudeste,"-23.0996842128202,-45.7080364358508"
1243,@MaryPGomes,Registro,SP,Região Sudeste,"-24.4984207692129,-47.845305283171605"
1244,@MascJohnLennon,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1245,@MascoteEntrega,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1246,@Masxhio,Itajaí,SC,Região Sul,"-26.9105794579892,-48.67089925085239"
1247,@Mat_Zem,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1248,@Mat_ct,Balneário Camboriú,SC,Região Sul,"-26.9930767528523,-48.635576321370706"
1249,@MateusNilba,Coxim,MS,Região Centro-Oeste,"-18.5017436966511,-54.751426334797"
1250,@Mateusaad,Guarulhos,SP,Região Sudeste,"-23.4542372278899,-46.5337451474112"
1251,@MathMaciel18,Maringá,PR,Região Sul,"-23.4210097512809,-51.93373105595101"
1252,@MathTheVbs,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1253,@MatheusJunger,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
1254,@MatheusVolnuTT,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1255,@Matheus_toto,Piraju,SP,Região Sudeste,"-23.1985370903667,-49.3807512727576"
1256,@Math_Romero12,Jaraguá do Sul,SC,Região Sul,"-26.485563281032,-49.0716753627438"
1257,@MatheusAlvesP6,Anápolis,GO,Região Centro-Oeste,"-16.3285446693033,-48.953354144138785"
1258,@MatheusFaustt,Joinville,SC,Região Sul,"-26.304977519187002,-48.849098216220796"
1259,@Montedesarda,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
1260,@Montess_Rita,Rio Branco,AC,Região Norte,"-15.2470683790461,-58.12674402235911"
1261,@MmDud0,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
1262,@MnIndin,Niterói,RJ,Região Sudeste,"-22.883695780715605,-43.1037394672983"
1263,@Monique01530710,Angra dos Reis,RJ,Região Sudeste,"-23.0015572889087,-44.3199414633057"
1264,@Moraes_Hique,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
1265,@MoreiraIgor2,Anápolis,GO,Região Centro-Oeste,"-16.3285446693033,-48.953354144138785"
1266,@Morena_Silvaa23,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1267,@MorennaBk,Califórnia,PR,Região Sul,"-23.657053928552198,-51.3577972672389"
1268,@Moraes_vlog,Dourados,MS,Região Centro-Oeste,"-22.2235529817037,-54.812489246995106"
1269,@MoraessPL,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1270,@MoseVinicius,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
1271,@Mostraupopo,Guarulhos,SP,Região Sudeste,"-23.4542372278899,-46.5337451474112"
1272,@MouraoRamon,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
1273,@MsltoFLG,São Gonçalo,RJ,Região Sudeste,"-22.8272756800223,-43.0637230257314"
1274,@MrRogis,Teófilo Otoni,MG,Região Sudeste,"-17.8600035733871,-41.509066350235706"
1275,@MrciaHelenadeC2,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
1276,@Mrluiiz,Carlos Barbosa,RS,Região Sul,"-29.297427109109396,-51.5032997427122"
1277,@Mydoviana,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1278,@Murillosilva155,São Leopoldo,RS,Região Sul,"-29.7549740600538,-51.15022546560039"
1279,@Myla_oliveir4,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1280,@MthsSantos9,Guarujá,SP,Região Sudeste,"-23.989279535006,-46.258356884327604"
1281,@Mtvcastroo,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1282,@Muchagataaaa,Campo Mourão,PR,Região Sul,"-24.0467939828129,-52.378457857625"
1283,@Mvsmachado,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1284,@Myllaindrama,Maceió,AL,Região Nordeste,"-9.666854605479,-35.7355523147179"
1285,@MyDreamsChaMel,Aracaju,SE,Região Nordeste,"-10.9100146308586,-37.068273963857706"
1286,@MyllenaRocha10,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1287,@MynS099,Nova Iguaçu,RJ,Região Sudeste,"-22.7561195064389,-43.460699679156285"
1288,@N0TNieves,Curitibanos,SC,Região Sul,"-27.282850398299495,-50.5820763518521"
1289,@NCamile27,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1290,@N_Carvalheira,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1291,@NaNe_BR,Sant'Ana do Livramento,RS,Região Sul,"-30.888185829085398,-55.531952557702894"
1292,@Na_Fenix38,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1293,@NaandaReiss,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1294,@Nabiamellark,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
1295,@NadiaCruzz,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
1296,@NagelaGaia,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
1297,@Naldo_Tzon,Santa Fé do Sul,SP,Região Sudeste,"-20.2087105873239,-50.9323754248063"
1298,@Nanaybarb,Sapezal,MT,Região Centro-Oeste,"-13.5453784031172,-58.8193326392165"
1299,@Naomi98856512,São Vicente,RN,Região Nordeste,"-6.219343774692152,-36.682996437088"
1300,@Narrimah1,Vespasiano,MG,Região Sudeste,"-19.6887983722987,-43.924270246469895"
1301,@Nalu_garden,Rio das Ostras,RJ,Região Sudeste,"-22.517865149892202,-41.947872110129794"
1302,@NanaPereira,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1303,@Nanalopes__,Capão da Canoa,RS,Região Sul,"-29.764725880816805,-50.02868802887771"
1304,@Nascimentoindia,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1305,@NatFonteles,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1306,@NatGomes__,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
1307,@NathaliaZwing,Limeira,SP,Região Sudeste,"-22.5665243557659,-47.397388359147214"
1308,@Nathomazz,Mogi das Cruzes,SP,Região Sudeste,"-23.521300317154303,-46.1858059666822"
1309,@NathySa69510839,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1310,@NatielleOlivei,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
1311,@Natillis_S,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1312,@Nat_Fernandesx,Palmas,TO,Região Norte,"-26.484339390946,-51.9892562555805"
1313,@NathaliaA011,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1314,@NathaliaSsoouza,Pedro Leopoldo,MG,Região Sudeste,"-19.617992479714196,-44.04295768137779"
1315,@NazgulRei,Timbó,SC,Região Sul,"-26.8251204601304,-49.2694669436436"
1316,@Ncky_f,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1317,@NegaPretah,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
1318,@Negro_galdino,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
1319,@NatyCV87,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
1320,@NatySena,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1321,@Nay37852189,Jacareí,SP,Região Sudeste,"-23.298770189892203,-45.9662077967214"
1322,@Nessa_lessa,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1323,@Neto_Campagnolo,Maringá,PR,Região Sul,"-23.4210097512809,-51.93373105595101"
1324,@Neuspereira,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1325,@Nevess_Evelynn,Camaquã,RS,Região Sul,"-30.8493764256379,-51.8047718524498"
1326,@NiColonetti,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
1327,@Nicobramelo1,Osasco,SP,Região Sudeste,"-23.5328688019216,-46.791955142132"
1328,@NicolliLuiza2,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
1329,@NicollyDavid_,João Pessoa,PB,Região Nordeste,"-7.11592917061141,-34.8646960588407"
1330,@NicolyNiko,Londrina,PR,Região Sul,"-23.304441563168602,-51.169527954165204"
1331,@Nicoly2200,Angra dos Reis,RJ,Região Sudeste,"-23.0015572889087,-44.3199414633057"
1332,@Nidhoggurs,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1333,@NielRodriguesss,Vassouras,RJ,Região Sudeste,"-22.4063718184313,-43.668930216766604"
1334,@Nicollasfernan9,Goiás,GO,Região Centro-Oeste,"-15.940846541554599,-50.143351554832"
1335,@NicolleRamiro,Angra dos Reis,RJ,Região Sudeste,"-23.0015572889087,-44.3199414633057"
1336,@NicolleRoiffe,Cachoeiras de Macacu,RJ,Região Sudeste,"-22.4662873667974,-42.652714095063"
1337,@Nikita121007,Ascurra,SC,Região Sul,"-26.955301418540607,-49.378709162301"
1338,@Niltonsantos_6,Teresina,PI,Região Nordeste,"-5.0927489262625185,-42.804049355595204"
1339,@Ninfod,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
1340,@NinnahSilva,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1341,@NiteroiRadar,Niterói,RJ,Região Sudeste,"-22.883695780715605,-43.1037394672983"
1342,@Nixolaas,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
1343,@NoelyKapich_,Linhares,ES,Região Sudeste,"-19.395120798732,-40.064618986119"
1344,@NovoSaimon,Florianópolis,SC,Região Sul,"-27.5954547370575,-48.5485480467415"
1345,@Nscll,Maceió,AL,Região Nordeste,"-9.666854605479,-35.7355523147179"
1346,@Nkdelass,Campo Grande,AL,Região Nordeste,"-9.95585855519422,-36.7929120262045"
1347,@No0bm4ster68,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
1348,@NutsRaphael,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
1349,@NvPimentel,Duque de Caxias,RJ,Região Sudeste,"-22.7862859741359,-43.3052686489186"
1350,@Ny_Colli,Duque de Caxias,RJ,Região Sudeste,"-22.7862859741359,-43.3052686489186"
1351,@NubiaNascGomes,Magé,RJ,Região Sudeste,"-22.663636187462696,-43.0318543539651"
1352,@NoFuckingJoy,Goiás,GO,Região Centro-Oeste,"-15.940846541554599,-50.143351554832"
1353,@NunesPetersonn,Saquarema,RJ,Região Sudeste,"-22.9296684842183,-42.5103044221426"
1354,@Nunes_B20,Passo Fundo,RS,Região Sul,"-28.2580373239257,-52.40956606607671"
1355,@O_Desenheiro,Campinas,SP,Região Sudeste,"-22.905822218783694,-47.066350129618904"
1356,@OdsLucas,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
1357,@Nykarauj,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1358,@OHu32,Cariacica,ES,Região Sudeste,"-20.2636837308909,-40.416895448199796"
1359,@O_Aita,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
1360,@OlivMoura,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1361,@Oliveira_G22,Niterói,RJ,Região Sudeste,"-22.883695780715605,-43.1037394672983"
1362,@Olivercabralpb,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1363,@OgroTV,Santos,SP,Região Sudeste,"-23.9540242306511,-46.3354403061774"
1364,@OiMaico,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
1365,@Olado_be,Curuçá,PA,Região Norte,"-0.7335891365958009,-47.8518536333926"
1366,@Opa_Cam,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1367,@OpsMaryls,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1368,@OpssBe,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1369,@Oliviene_,Guarabira,PB,Região Nordeste,"-6.85105350943678,-35.485277991011706"
1370,@OlodumM,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
1371,@OnofreThelma,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1372,@OrteRossana,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1373,@OtaaSantos,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1374,@OuricuridaDepre,Ouricuri,PE,Região Nordeste,"-7.87960462358136,-40.08030886375821"
1375,@P3RSIO,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1376,@PCarpinski,Mostardas,RS,Região Sul,"-31.105862947975396,-50.9171491826321"
1377,@PDuhatschek73,Pitanga,PR,Região Sul,"-24.759241397009,-51.76008149802"
1378,@PEDR4O220,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
1379,@PGIAFFONE,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1380,@PHMartinsJr,Arujá,SP,Região Sudeste,"-23.39695559728,-46.320379518269604"
1381,@PHcornelio,São José dos Campos,SP,Região Sudeste,"-23.190034056806397,-45.8845079154405"
1382,@PIQUEHAREBABA,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
1383,@PLFerrazzz,Duque de Caxias,RJ,Região Sudeste,"-22.7862859741359,-43.3052686489186"
1384,@PLvargAss,Teresópolis,RJ,Região Sudeste,"-22.4169484543903,-42.9755602904702"
1385,@PacibaKim,São José dos Campos,SP,Região Sudeste,"-23.190034056806397,-45.8845079154405"
1386,@Palomagamaa,Águas Belas,PE,Região Nordeste,"-9.111685278997287,-37.1229246978219"
1387,@Palomagira,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1388,@PTSMA66,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1389,@PVBarreto19,Ipanema,MG,Região Sudeste,"-19.7996292756053,-41.7168038799987"
1390,@PXKalzinha,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1391,@PamAmorim3,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
1392,@PamCafff,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1393,@Pamelaoracela_,Curitibanos,SC,Região Sul,"-27.282850398299495,-50.5820763518521"
1394,@Pascoalsz,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1395,@Pantoja4Adv,Redenção,PA,Região Norte,"-8.025706793695559,-50.03207745627561"
1396,@Paola_Pessanha1,Campos dos Goytacazes,RJ,Região Sudetes,"-21.762656753133893,-41.3184115835903"
1397,@PaollaNicolau,Umuarama,PR,Região Sul,"-23.7660956489682,-53.3205525941994"
1398,@PatativaDSumare,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1399,@Patinhofeiogirl,Rio Branco,AC,Região Norte,"-15.2470683790461,-58.12674402235911"
1400,@Patrcia05817349,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1401,@Paollaquadross,Ciríaco,RS,Região Sul,"-28.342388242529804,-51.8745940179382"
1402,@Pardalzao2,São Sebastião,AL,Região Nordeste,"-9.93191283674878,-36.5501347637916"
1403,@Parvati_RJ,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1404,@Patypimentiinha,São Gonçalo,RJ,Região Sudeste,"-22.8272756800223,-43.0637230257314"
1405,@PaulaAtreides,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
1406,@PaulaMiguezTL,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1407,@Pauleete02,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1408,@PauliinhoTC,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1409,@Paulo82783434,São Vicente,RN,Região Nordeste,"-6.219343774692152,-36.682996437088"
1410,@PatrickVianna01,Nova Iguaçu,RJ,Região Sudeste,"-22.7561195064389,-43.460699679156285"
1411,@Patrux08,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1412,@PatyChiara,Marabá,PA,Região Norte,"-5.381150391608009,-49.1330550177814"
1413,@PauloBuuh,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
1414,@PbMordidao98,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1415,@R4cca,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1416,@R4f43l012,São Cristovão do Sul,SC,Região Sul,"-27.267104813037506,-50.439244358074895"
1417,@QuelFernanda17,Nova Iguaçu,RJ,Região Sudeste,"-22.7561195064389,-43.460699679156285"
1418,@Quinnmalicia,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1419,@R3Noticias,São José dos Campos,SP,Região Sudeste,"-23.190034056806397,-45.8845079154405"
1420,@Raay_aalmeida,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
1421,@RGCC14_,São Gonçalo,RJ,Região Sudeste,"-22.8272756800223,-43.0637230257314"
1422,@RJ_em_Alertaone,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1423,@RMB_Now,Ananindeua,PA,Região Norte,"-1.36429274124725,-48.374674889606396"
