id,username,city,state,region,geo
286,@BrusilvaSoares,Paulínia,SP,Região Sudeste,"-22.7546535506012,-47.1491762443235"
287,@Bruuuhx3,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
288,@Bryansant7,Pelotas,RS,Região Sul,"-31.765376687186,-52.3375278592511"
289,@Bvieira095,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
290,@ByanneLemos,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
291,@CALEBEBRASILIA,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
292,@CCarlacom,Sinop,MT,Região Centro-Oeste,"-11.8608520656654,-55.5094879801898"
293,@CDCasss,Caxias,MA,Região Nordeste,"-4.865453832309691,-43.362095276888105"
294,@CDa027,Guarapari,ES,Região Sudeste,"-20.6777312198163,-40.5096010620555"
295,@CLAUDIACALIEL,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
296,@COLAPSITA,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
297,@CRF_LC7,Mesquita,MG,Região Sudeste,"-22.803296051758103,-43.4604411748326"
298,@Caah_morales,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
299,@CRIA_11,Santos,SP,Região Sudeste,"-23.9540242306511,-46.3354403061774"
300,@CaamiMartinss,Balneário Camboriú,SC,Região Sul,"-26.9930767528523,-48.635576321370706"
301,@Caat25995450,São Gonçalo,RJ,Região Sudeste,"-22.8272756800223,-43.0637230257314"
302,@C_Barretoo,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
303,@Ca_sete,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
304,@Caduzitto,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
305,@CahhQueiroz,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
306,@CaioCarai0,Pindamonhangaba,SP,Região Sudeste,"-22.925110266247696,-45.461653230283396"
307,@CaioPiimentel,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
308,@Caioburiche,Itaboraí,RJ,Região Sudeste,"-22.756989900669303,-42.8642753982773"
309,@Camigalhardo1,Vitória,ES,Região Sudeste,"-20.316436299583106,-40.313497603987706"
310,@CamilaP78454807,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
311,@CamilaVauna,Angra dos Reis,RJ,Região Sudeste,"-23.0015572889087,-44.3199414633057"
312,@Camilaritl,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
313,@Camilesbr2,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
314,@Camilinhaaa,Florianópolis,SC,Região Sul,"-27.5954547370575,-48.5485480467415"
315,@CaraGeovana,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
316,@Cardon_XIX,Dom Pedrito,RS,Região Sul,"-30.9793406199714,-54.670199177080704"
317,@Camiloush,Niterói,RJ,Região Sudeste,"-22.883695780715605,-43.1037394672983"
318,@Cansado0,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
319,@CapistranoYasmi,Valparaíso de Goiás,GO,Região Centro-Oeste,"-16.0655284669925,-47.9760644752727"
320,@CarlosM49620990,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
321,@CarlosSavaris,Concórdia,SC,Região Sul,"-27.2339337322226,-52.0264094278525"
322,@Carlos_RenatoSA,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
323,@Carlin_2002,São João de Meriti,RJ,Região Sudeste,"-22.8062608831173,-43.3732941906965"
324,@CarlosClubSoda,Xangri-lá,RS,Região Sul,"-29.801009925500107,-50.04379878608211"
325,@CarlosFelipeSM,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
326,@CarlaMarcolinoo,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
327,@CarlaMarilda,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
328,@Carla_Cinthia,Guarapari,ES,Região Sudeste,"-20.6777312198163,-40.5096010620555"
329,@Claudia05710173,Santos,SP,Região Sudeste,"-23.9540242306511,-46.3354403061774"
330,@CleitonCollut,Jundiaí,SP,Região Sudeste,"-23.185695491956395,-46.897757818589795"
331,@Coout_01,Mari,PB,Região Nordeste,"-7.05984294557645,-35.3183348793926"
332,@CoringaHisoka,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
333,@AdrielyBernardi,Porto Velho,RO,Região Norte,"-8.76157307062849,-63.9008244409344"
334,@AnaLauraAccio2,Presidente Prudente,SP,Região Sudeste,"-22.1211168760447,-51.3929516684249"
335,@Anabeatsantos1,Fernando de Noronha,PE,Região Nordeste,"-3.8400000043278895,-32.41100000300111"
336,@Analidiadb,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
337,@Analualcantara1,Maceió,AL,Região Nordeste,"-9.666854605479,-35.7355523147179"
338,@Andradefuracao,Santos,SP,Região Sudeste,"-23.9540242306511,-46.3354403061774"
339,@AndreDedecs,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
340,@AndreeinaRf,Penha,SC,Região Sul,"-26.775900219793602,-48.6469485877549"
341,@AndersonHRLima,Sumaré,SP,Região Sudeste,"-22.820891440304397,-47.273224269725"
342,@AndersonRC_81,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
343,@Andisu_silva7,Timbaúba,PE,Região Nordeste,"-7.51040886529652,-35.3171969631977"
344,@Anapmel,Campos dos Goytacazes,RJ,Região Sudetes,"-21.762656753133893,-41.3184115835903"
345,@AnchietaVicente,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
346,@Anderso95802120,Diadema,SP,Região Sudeste,"-23.681826685128197,-46.6209194292582"
347,@Analuizacustdi,Vitória,ES,Região Sudeste,"-20.316436299583106,-40.313497603987706"
348,@Anamartins018,Birigui,SP,Região Sudeste,"-21.2914972198032,-50.3435787500064"
349,@Andrei_antonin,Jacinto Machado,SC,Região Sul,"-28.996577376208602,-49.7627559138804"
350,@Andy_corte,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
351,@AngelaM15061319,Magé,RJ,Região Sudeste,"-22.663636187462696,-43.0318543539651"
352,@Andres_Nicoly,Sapucaia do Sul,RS,Região Sul,"-29.8280551946599,-51.1454277627993"
353,@AndreyRusso,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
354,@Andriermesson,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
355,@AniiinhaMello03,Itaguaí,RJ,Região Sudeste,"-22.8640501196905,-43.7801982540179"
356,@AnimesReviews,Itapetininga,SP,Região Sudeste,"-23.5890826961595,-48.0487347583235"
357,@AnnaCarolinadxz,Campo Grande,AL,Região Nordeste,"-9.95585855519422,-36.7929120262045"
358,@Angelin53603631,Gramado,RS,Região Sul,"-29.373831354317197,-50.8766129679605"
359,@Angelolcorrea,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
360,@Anialim,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
361,@AnnaClarafsouz3,Goiás,GO,Região Centro-Oeste,"-15.940846541554599,-50.143351554832"
362,@AnnaG0612,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
363,@AnnaLui288,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
364,@AnnaRibeiroo17,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
365,@AnnaViiic,Vilhena,RO,Região Norte,"-12.7506004931299,-60.1492976733295"
366,@Annedogera,Pesqueira,PE,Região Nordeste,"-8.35840008570263,-36.69808497645"
367,@Anneegabyy,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
368,@AnnyMeida,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
369,@Anna_schmidt15,Lages,SC,Região Sul,"-27.8154452772887,-50.3263007921188"
370,@Annami22,Caxias,MA,Região Nordeste,"-4.865453832309691,-43.362095276888105"
371,@Anne_Silva0728,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
372,@AnotherSheik,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
373,@Asheley2002,Amapá,AP,Região Norte,"2.05230998800846,-50.7960443499428"
374,@Assis_Thaisa,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
375,@Assumpcao1721,Maricá,RJ,Região Sudeste,"-22.935920612649106,-42.8249575990061"
376,@AudifaxOficial,Serra,ES,Região Sudeste,"-20.1215133636335,-40.30775333105871"
377,@AtilaFauzi,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
378,@Autofalantee,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
379,@AylinnXD,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
380,@BiaM____,Maricá,RJ,Região Sudeste,"-22.935920612649106,-42.8249575990061"
381,@Breendabhe,Vitória,ES,Região Sudeste,"-20.316436299583106,-40.313497603987706"
382,@CarolFreitas185,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
383,@CarolHolderbaum,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
384,@CarolJahn_,Cachoeirinha,TO,Região Norte,"-8.48836979699532,-36.2369841095732"
385,@CaroldNiteroi,São João de Meriti,RJ,Região Sudeste,"-22.8062608831173,-43.3732941906965"
386,@Caroldomingosx,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
387,@Carolina_ana6,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
388,@Carolina_ls913,São Lourenço,MG,Região Sudeste,"-22.1170666037201,-45.050981137057114"
389,@Carolinda_CRF,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
390,@CarolineF24,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
391,@CarolWarzynski,Angra dos Reis,RJ,Região Sudeste,"-23.0015572889087,-44.3199414633057"
392,@Carol_otm,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
393,@Carolbeyylud,Nilópolis,RJ,Região Sudeste,"-22.8061427643148,-43.4237185512765"
394,@Carolinee_Abreu,São Gonçalo,RJ,Região Sudeste,"-22.8272756800223,-43.0637230257314"
395,@CarollineAlessa,São Bernardo do Campo,SP,Região Sudeste,"-23.691891859172202,-46.565016078214995"
396,@CarolsSilvano,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
397,@Caroolvintedois,Niterói,RJ,Região Sudeste,"-22.883695780715605,-43.1037394672983"
398,@CarvalhoJabes,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
399,@Carvalhoicaro33,Belford Roxo,RJ,Região Sudeste,"-22.7645266785395,-43.3995842650222"
400,@CastilhoY,Tangará da Serra,MT,Região Centro-Oeste,"-14.6233377467717,-57.4937191905458"
401,@CastroJu_,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
402,@CatianeMendes2,Duque de Caxias,RJ,Região Sudeste,"-22.7862859741359,-43.3052686489186"
403,@Casalilet,Barra do Piraí,RJ,Região Sudeste,"-22.472013675604305,-43.827294517716"
404,@Cassinho_ouji,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
405,@CassioNicholas,Guarujá,SP,Região Sudeste,"-23.989279535006,-46.258356884327604"
406,@Catketsa,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
407,@CeciLucena15,Paraná,RN,Região Nordeste,"-6.48149734056721,-38.3110543968848"
408,@Cecilia00598681,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
409,@Celly1578,Rondon,PR,Região Sul,"-23.412420409330203,-52.7663150906381"
410,@CemedUfmg,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
411,@CeliaNacarato,Jundiaí,SP,Região Sudeste,"-23.185695491956395,-46.897757818589795"
412,@CeliaRo16489086,Itapetininga,SP,Região Sudeste,"-23.5890826961595,-48.0487347583235"
413,@CelioRamires,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
414,@CegalaMarcio,Navegantes,SC,Região Sul,"-26.894775469456,-48.6550170846608"
415,@ChaideA,Macapá,AP,Região Norte,"0.034192803998319,-51.07018035360021"
416,@ChamaDark,Taubaté,SP,Região Sudeste,"-23.0108942988313,-45.559650154270706"
417,@Chamine_420,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
418,@CharielCristal,Espírito Santo,RN,Região Nordeste,"-6.33291257920622,-35.311739347146286"
419,@Chayguerreiro,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
420,@Chikkkkorita,Florianópolis,SC,Região Sul,"-27.5954547370575,-48.5485480467415"
421,@DalviIza,Espírito Santo,RN,Região Nordeste,"-6.33291257920622,-35.311739347146286"
422,@Damyaraujo02,Afonso Cláudio,ES,Região Sudeste,"-20.0783205721164,-41.1264112271001"
423,@Daniel_MouraES,Castelo,ES,Região Sudeste,"-20.6037365165973,-41.2034859783311"
424,@DanGanhjah,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
425,@Danfbso,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
426,@DanielMr009,Anápolis,GO,Região Centro-Oeste,"-16.3285446693033,-48.953354144138785"
427,@DaniellyCoelh20,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
428,@Danih,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
429,@DaniielleGomes,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
430,@DanielleConsigl,São José dos Campos,SP,Região Sudeste,"-23.190034056806397,-45.8845079154405"
431,@DanielleSilva1_,Lagoa dos Gatos,PE,Região Nordeste,"-8.66063354088825,-35.9042723560738"
432,@DanielleSilvaM9,Herval,RS,Região Sul,"-32.0244600391516,-53.394840054139"
433,@Dantas_DN8,Vila Velha,ES,Região Sudeste,"-20.3421870888842,-40.287803385123"
434,@DanyhMarins,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
435,@Dara_RibeiroC,Espírito Santo,RN,Região Nordeste,"-6.33291257920622,-35.311739347146286"
436,@Daniielle__C,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
437,@DaniloohD,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
438,@DanniGasperi,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
439,@DavidHilger,Novo Hamburgo,RS,Região Sul,"-29.6880280089595,-51.1332800537632"
440,@Day_Alencar,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
441,@DaviAmaral_05,Maceió,AL,Região Nordeste,"-9.666854605479,-35.7355523147179"
442,@DaviRsvNS,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
443,@Davi__Miranda,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
444,@Dayanna_angel,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
445,@DazzleBoyy,Santos,SP,Região Sudeste,"-23.9540242306511,-46.3354403061774"
446,@Ddlollita,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
447,@DeYoungKarlMarx,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
448,@Deboragalvaao,Franca,SP,Região Sudeste,"-20.535697847209306,-47.4042568566303"
449,@DeborahFabri,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
450,@DedaoDdantas,Goiás,GO,Região Centro-Oeste,"-15.940846541554599,-50.143351554832"
451,@DearMaidy,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
452,@DeboraC01276602,Virmond,PR,Região Sul,"-25.383379473210894,-52.199156449314096"
453,@DeboraGlenzel,Pelotas,RS,Região Sul,"-31.765376687186,-52.3375278592511"
454,@Deer_ley,Duque de Caxias,RJ,Região Sudeste,"-22.7862859741359,-43.3052686489186"
455,@Defones,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
456,@DehOlliveira,Boa Vista,RR,Região Norte,"-7.25982829092351,-36.236921190970996"
457,@DeniSanUU,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
458,@DenisSp90,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
459,@Dennazzi,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
460,@DennerSilvs,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
461,@DeinertHidalgo_,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
462,@DeisterFernando,Miguel Pereira,RJ,Região Sudeste,"-22.457725432712003,-43.4806490144168"
463,@DekoMenezes,Osasco,SP,Região Sudeste,"-23.5328688019216,-46.791955142132"
464,@Deyvidi16,Palmitinho,RS,Região Sul,"-27.360042001992504,-53.55848646432701"
465,@DezaMagalhaes,Santos,SP,Região Sudeste,"-23.9540242306511,-46.3354403061774"
466,@Dias_Katarina,Osasco,SP,Região Sudeste,"-23.5328688019216,-46.791955142132"
467,@DiedrichHelena,Estrela,RS,Região Sul,"-29.4888109811364,-51.95311498085261"
468,@DhayDona,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
469,@DiabaYas,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
470,@Diaborachan24,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
471,@DezottiFlavia,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
472,@DinaraJones,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
473,@DinhadeMeloMelo,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
474,@DiegoGaik,Alvorada,TO,Região Norte,"-12.4788989333766,-49.1253164591905"
475,@Diegopinheiro,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
476,@Digabruna,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
477,@DjBokaoficial,Duque de Caxias,RJ,Região Sudeste,"-22.7862859741359,-43.3052686489186"
478,@DjLuccasantos,Cabo Frio,RJ,Região Sudeste,"-22.8899182938786,-42.0289596859096"
479,@Dlopes0219,Bom Jesus,PI,Região Nordeste,"-9.07166248378536,-44.3593069946952"
480,@Djamgador,Olinda,PE,Região Nordeste,"-8.01059127835542,-34.8547920491839"
481,@DoFumo_21,Alvorada,TO,Região Norte,"-12.4788989333766,-49.1253164591905"
482,@DiogoGarigan,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
483,@DiogoMachado8,Centralina,MG,Região Sudeste,"-18.585674277323,-49.20179961750811"
484,@Diyeguito,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
485,@DoPiazao,Princesa,SC,Região Sul,"-26.4445862502482,-53.599881041319705"
486,@DodoraSilva,Parnaíba,PI,Região Nordeste,"-2.9062365568320203,-41.775722856543396"
487,@Doelsauerbronn,Santo André,PB,Região Nordeste,"-7.220208844282169,-36.6316342062734"
488,@Dojiii,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
489,@DoppioEnvergado,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
490,@DougPereiraAdv,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
491,@DrLair,Sorocaba,SP,Região Sudeste,"-23.4973630091023,-47.4454774479549"
492,@DrPauloMendesJr,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
493,@Dsantos1909,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
494,@DuasdaTarde_,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
495,@DudaAguiars,Gravataí,RS,Região Sul,"-29.9361751225846,-51.0166602117503"
496,@DressaYumi,Londrina,PR,Região Sul,"-23.304441563168602,-51.169527954165204"
497,@DruggedStar,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
498,@DsVolt_,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
499,@DudaGabriela9,Severiano de Almeida,RS,Região Sul,"-27.436674804398603,-52.1221528481118"
500,@DudaNogueira79,Cachoeiras de Macacu,RJ,Região Sudeste,"-22.4662873667974,-42.652714095063"
501,@DudaVie37936418,Arcos,MG,Região Sudeste,"-20.2868041570305,-45.5377277522917"
502,@DudaViegas16,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
503,@DudinhaElias,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
504,@Dudinhaadss,Biguaçu,SC,Região Sul,"-27.4964878077907,-48.66021640233461"
505,@DuduAlves79,Governador Valadares,MG,Região Sudeste,"-18.8549249563993,-41.95588455383249"
506,@Duda_Tanke,São Francisco do Sul,SC,Região Sul,"-26.258398039245602,-48.634793611749494"
507,@Duda_semler,Bento Gonçalves,RS,Região Sul,"-29.166689846016997,-51.51692825657471"
508,@Dudasouza304,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
509,@DuduBraian,Caxias do Sul,RS,Região Sul,"-29.1633839765142,-51.179611040399706"
510,@DurskiLeticia,Prudentópolis,PR,Região Sul,"-25.211554720173396,-50.9758291583999"
511,@DvdJulio,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
512,@Dvian9,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
513,@EFeij,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
514,@EFranceschini_,São Leopoldo,RS,Região Sul,"-29.7549740600538,-51.15022546560039"
515,@EHienen,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
516,@Eaguiarr,Teresina,PI,Região Nordeste,"-5.0927489262625185,-42.804049355595204"
517,@EaiCristian,Rosário do Sul,RS,Região Sul,"-30.257981000458607,-54.913936203897286"
518,@EcpJulinha,Pelotas,RS,Região Sul,"-31.765376687186,-52.3375278592511"
519,@EdGuerra1977,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
520,@EdeCorrea,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
521,@EdemarMotta,Casimiro de Abreu,RJ,Região Sudeste,"-22.4817214347715,-42.20695390423021"
522,@EMeirelhes,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
523,@EUGiiHBorges2,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
